State,Crop,AVERAGE PHL (%),Avg Rainfall,Avg Humidity,Avg Temp,Risk Score
Kwara,"Mangoes, guavas and mangosteens",30.0,74.06145833333333,64.66083333333334,26.602604166666666,Medium
Kwara,Other fibre crops,30.0,74.06145833333333,64.66083333333334,26.602604166666666,Medium
Kwara,Rice,30.0,74.06145833333333,64.66083333333334,26.602604166666666,Medium
Kwara,Soya beans,30.0,74.06145833333333,64.66083333333334,26.602604166666666,Medium
Kwara,Sugar cane,30.0,74.06145833333333,64.66083333333334,26.602604166666666,Medium
Kwara,Unmanufactured tobacco,30.0,74.06145833333333,64.66083333333334,26.602604166666666,Medium
Kwara,Yams,30.0,74.06145833333333,64.66083333333334,26.602604166666666,Medium
Lagos,Bananas,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,"Cassava, fresh",30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Cocoa beans,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,"Coconuts, in shell",30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,"Coffee, green",30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Kola nuts,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Other citrus fruit,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Other fruits,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Other stimulant crops,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Papayas,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Pineapples,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Plantains and cooking bananas,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Rice,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Lagos,Taro,30.0,123.55677083333332,85.34781249999999,26.538749999999997,Medium
Nasarawa,Ginger,30.0,98.65864583333332,66.51229166666667,26.828645833333336,Medium
Nasarawa,"Groundnut, excluding shelled",30.0,98.65864583333332,66.51229166666667,26.828645833333336,Medium
Nasarawa,Maize (corn),30.0,98.65864583333332,66.51229166666667,26.828645833333336,Medium
Nasarawa,Millet,30.0,98.65864583333332,66.51229166666667,26.828645833333336,Medium
Nasarawa,Rice,30.0,98.65864583333332,66.51229166666667,26.828645833333336,Medium
